chem_session_id,element_id,element_value
1299,2,0.555
1300,2,0.613
1301,2,0.67
1302,2,0.6
1303,2,0.56
1304,2,0.563
1305,2,0.588
1306,2,0.588
1307,2,0.665
1308,2,0.416
1309,2,0.603
1310,2,0.552
1311,2,0.6
1312,2,0.533
1313,2,0.619
1314,2,0.667
1315,2,0.569
1316,2,0.649
1317,2,0.598
1318,2,0.542
1319,2,0.63
1320,2,0.477
1321,2,0.459
1322,2,0.539
1323,2,0.708
1324,2,0.531
1325,2,0.505
1326,2,0.547
1327,2,0.562
1328,2,0.672
1329,2,0.625
1330,2,0.564
1331,2,0.657
1332,2,0.558
1333,2,0.648
1334,2,0.71
1335,2,0.45
1336,2,0.586
1337,2,0.631
1338,2,0.57
1339,2,0.581
1340,2,0.546
1341,2,0.558
1342,2,0.545
1343,2,0.676
1344,2,0.515
1345,2,0.555
1346,2,0.544
1347,2,0.448
1348,2,0.561
1349,2,0.616
1350,2,0.599
1351,2,0.537
1352,2,0.507
1353,2,0.44
1354,2,0.63
1355,2,0.613
1356,2,0.476
1357,2,0.486
1358,2,0.464
1359,2,0.549
1360,2,0.584
1361,2,0.414
1362,2,0.686
1363,2,0.648
1364,2,0.607
1365,2,0.618
1366,2,0.524
1367,2,0.497
1368,2,0.615
1369,2,0.617
1370,2,0.545
1371,2,0.579
1372,2,0.529
1373,2,0.562
1374,2,0.583
1375,2,0.598
1376,2,0.703
1377,2,0.468
1378,2,0.557
1379,2,0.645
1380,2,0.492
1381,2,0.637
1382,2,0.555
1383,2,0.488
1384,2,0.585
1385,2,0.515
1386,2,0.657
1387,2,0.46
1388,2,0.493
1389,2,0.575
1390,2,0.629
1391,2,0.462
1392,2,0.59
1393,2,0.588
1394,2,0.468
1395,2,0.618
1396,2,0.453
1397,2,0.583
1398,2,0.58
1399,2,0.489
1400,2,0.603
1401,2,0.569
1402,2,0.632
1403,2,0.533
1404,2,0.552
1405,2,0.63
1406,2,0.485
1407,2,0.6
1408,2,0.487
1409,2,0.637
1410,2,0.644
1411,2,0.439
1412,2,0.605
1413,2,0.552
1414,2,0.623
1415,2,0.558
1416,2,0.644
1417,2,0.519
1418,2,0.567
1419,2,0.492
1420,2,0.582
1421,2,0.494
1422,2,0.489
1423,2,0.66
1424,2,0.543
1425,2,0.531
1426,2,0.513
1427,2,0.637
1428,2,0.603
1429,2,0.616
1430,2,0.664
1431,2,0.477
1432,2,0.483
1433,2,0.612
1434,2,0.678
1435,2,0.655
1436,2,0.58
1437,2,0.554
1438,2,0.514
1439,2,0.673
1440,2,0.585
1441,2,0.534
1442,2,0.628
1443,2,0.511
1444,2,0.564
1445,2,0.58
1446,2,0.617
1447,2,0.615
1448,2,0.689
1449,2,0.54
1450,2,0.691
1451,2,0.538
1452,2,0.6
1453,2,0.654
1454,2,0.657
1455,2,0.696
1456,2,0.523
1457,2,0.557
1458,2,0.66
1459,2,0.442
1460,2,0.614
1461,2,0.554
1462,2,0.515
1463,2,0.489
1464,2,0.552
1465,2,0.567
1466,2,0.515
1467,2,0.593
1468,2,0.572
1469,2,0.472
1470,2,0.586
1471,2,0.59
1472,2,0.629
1473,2,0.545
1474,2,0.597
1475,2,0.54
1476,2,0.514
1477,2,0.431
1478,2,0.672
1479,2,0.635
1480,2,0.604
1481,2,0.526
1482,2,0.552
1483,2,0.572
1484,2,0.52
1485,2,0.645
1486,2,0.564
1487,2,0.585
1488,2,0.59
1489,2,0.551
1490,2,0.58
1491,2,0.536
1492,2,0.566
1493,2,0.522
1494,2,0.604
1495,2,0.575
1496,2,0.649
1497,2,0.656
1498,2,0.608
1499,2,0.554
1500,2,0.603
1501,2,0.605
1502,2,0.455
1503,2,0.487
1504,2,0.56
1505,2,0.559
1506,2,0.572
1507,2,0.502
1508,2,0.555
1509,2,0.499
1510,2,0.543
1511,2,0.459
1512,2,0.637
1513,2,0.535
1514,2,0.525
1515,2,0.541
1516,2,0.592
1517,2,0.645
1518,2,0.495
1519,2,0.504
1520,2,0.521
1521,2,0.411
1522,2,0.72
1523,2,0.553
1524,2,0.597
1525,2,0.515
1526,2,0.643
1527,2,0.647
1528,2,0.526
1529,2,0.558
1530,2,0.528
1531,2,0.46
1532,2,0.624
1533,2,0.724
1534,2,0.607
1535,2,0.683
1536,2,0.559
1537,2,0.503
1538,2,0.561
1539,2,0.567
1540,2,0.527
1541,2,0.73
1542,2,0.542
1543,2,0.587
1544,2,0.514
1545,2,0.532
1546,2,0.691
1547,2,0.514
1548,2,0.601
1549,2,0.645
1550,2,0.469
1551,2,0.624
1552,2,0.544
1553,2,0.534
1554,2,0.48
1555,2,0.611
1556,2,0.44
1557,2,0.56
1558,2,0.563
1559,2,0.514
1560,2,0.594
1561,2,0.563
1562,2,0.593
1563,2,0.542
1564,2,0.598
1565,2,0.562
1566,2,0.512
1567,2,0.682
1568,2,0.483
1569,2,0.525
1570,2,0.584
1571,2,0.559
1572,2,0.637
1573,2,0.642
1574,2,0.447
1575,2,0.686
1576,2,0.592
1577,2,0.706
1578,2,0.543
1579,2,0.636
1580,2,0.569
1581,2,0.671
1582,2,0.565
1583,2,0.512
1584,2,0.548
1585,2,0.511
1586,2,0.684
1587,2,0.645
1588,2,0.48
1589,2,0.58
1590,2,0.635
1591,2,0.661
1592,2,0.629
1593,2,0.638
1594,2,0.577
1595,2,0.515
1596,2,0.49
1597,2,0.48
1598,2,0.529
1599,2,0.621
1600,2,0.659
1601,2,0.58
1602,2,0.662
1603,2,0.585
1604,2,0.61
1605,2,0.667
1606,2,0.554
1607,2,0.556
1608,2,0.717
1609,2,0.617
1610,2,0.648
1611,2,0.602
1612,2,0.63
1613,2,0.577
1614,2,0.522
1615,2,0.588
1616,2,0.574
1617,2,0.459
1618,2,0.452
1619,2,0.585
1620,2,0.578
1621,2,0.575
1622,2,0.485
1623,2,0.558
1624,2,0.519
1625,2,0.444
1626,2,0.667
1627,2,0.633
1628,2,0.715
1629,2,0.68
1630,2,0.564
1631,2,0.63
1632,2,0.573
1633,2,0.63
1634,2,0.618
1635,2,0.583
1636,2,0.602
1637,2,0.58
1638,2,0.612
1639,2,0.63
1640,2,0.506
1641,2,0.513
1642,2,0.622
1643,2,0.598
1644,2,0.451
1645,2,0.617
1646,2,0.649
1647,2,0.566
1648,2,0.573
1649,2,0.563
1650,2,0.565
1651,2,0.627
1652,2,0.563
1653,2,0.538
1654,2,0.61
1655,2,0.483
1656,2,0.542
1657,2,0.647
1658,2,0.617
1659,2,0.604
1660,2,0.508
1661,2,0.444
1662,2,0.65
1663,2,0.726
1664,2,0.571
1665,2,0.605
1666,2,0.659
1667,2,0.629
1668,2,0.684
1669,2,0.522
1670,2,0.49
1671,2,0.512
1672,2,0.618
1673,2,0.602
1674,2,0.474
1675,2,0.496
1676,2,0.722
1677,2,0.615
1678,2,0.588
1679,2,0.49
1680,2,0.676
1681,2,0.681
1682,2,0.56
1683,2,0.504
1684,2,0.596
1685,2,0.537
1686,2,0.516
1687,2,0.681
1688,2,0.662
1689,2,0.606
1690,2,0.558
1691,2,0.649
1692,2,0.596
1693,2,0.453
1694,2,0.657
1695,2,0.62
1696,2,0.595
1697,2,0.527
1698,2,0.564
1699,2,0.486
1700,2,0.48
1701,2,0.496
1702,2,0.64
1703,2,0.466
1704,2,0.618
1705,2,0.552
1706,2,0.639
1707,2,0.508
1708,2,0.667
1709,2,0.512
1710,2,0.548
1711,2,0.475
1712,2,0.697
1713,2,0.511
1714,2,0.583
1715,2,0.661
1716,2,0.595
1717,2,0.672
1718,2,0.573
1719,2,0.605
1720,2,0.637
1721,2,0.617
1722,2,0.648
1723,2,0.54
1724,2,0.476
1725,2,0.558
1726,2,0.698
1727,2,0.646
1728,2,0.687
1729,2,0.667
1730,2,0.43
1731,2,0.593
1732,2,0.583
1733,2,0.538
1734,2,0.629
1735,2,0.617
1736,2,0.613
1737,2,0.721
1738,2,0.636
1739,2,0.562
1740,2,0.559
1741,2,0.505
1742,2,0.611
1743,2,0.587
1744,2,0.585
1745,2,0.638
1746,2,0.593
1747,2,0.596
1748,2,0.643
1749,2,0.564
1750,2,0.607
1751,2,0.571
1752,2,0.576
1753,2,0.505
1754,2,0.532
1755,2,0.656
1756,2,0.517
1757,2,0.589
1758,2,0.566
1759,2,0.667
1760,2,0.614
1761,2,0.51
1762,2,0.586
1763,2,0.593
1764,2,0.475
1765,2,0.575
1766,2,0.575
1767,2,0.701
1768,2,0.592
1769,2,0.63
1770,2,0.556
1771,2,0.67
1772,2,0.612
1773,2,0.576
1774,2,0.573
1775,2,0.577
1776,2,0.55
1777,2,0.596
1778,2,0.544
1779,2,0.622
1780,2,0.53
1781,2,0.483
1782,2,0.654
1783,2,0.638
1784,2,0.649
1785,2,0.529
1786,2,0.562
1787,2,0.552
1788,2,0.446
1789,2,0.471
1790,2,0.634
1791,2,0.491
1792,2,0.549
1793,2,0.62
1794,2,0.562
1795,2,0.566
1796,2,0.619
1797,2,0.522
1798,2,0.598
1799,2,0.486
1800,2,0.681
1801,2,0.52
1802,2,0.594
1803,2,0.533
1804,2,0.537
1805,2,0.529
1806,2,0.638
1807,2,0.515
1808,2,0.546
1809,2,0.57
1810,2,0.516
1811,2,0.58
1812,2,0.527
1813,2,0.598
1814,2,0.616
1815,2,0.606
1816,2,0.538
1817,2,0.561
1818,2,0.524
1819,2,0.595
1820,2,0.595
1821,2,0.615
1822,2,0.519
1823,2,0.561
1824,2,0.588
1825,2,0.61
1826,2,0.637
1827,2,0.631
1828,2,0.584
1829,2,0.615
1830,2,0.581
1831,2,0.538
1832,2,0.561
1833,2,0.551
1834,2,0.551
1835,2,0.569
1836,2,0.527
1837,2,0.577
1838,2,0.509
1839,2,0.576
1840,2,0.602
1841,2,0.596
1842,2,0.55
1843,2,0.569
1844,2,0.576
1845,2,0.582
1846,2,0.594
1847,2,0.547
1848,2,0.559
1849,2,0.628
1850,2,0.549
1851,2,0.592
1852,2,0.57
1853,2,0.517
1854,2,0.596
1855,2,0.547
1856,2,0.587
1857,2,0.518
1858,2,0.601
1859,2,0.628
1860,2,0.604
1861,2,0.537
1862,2,0.598
1863,2,0.548
1864,2,0.546
1865,2,0.522
1866,2,0.576
1867,2,0.587
1868,2,0.54
1869,2,0.578
1870,2,0.614
1871,2,0.567
1872,2,0.577
1873,2,0.531
1874,2,0.6
1875,2,0.592
1876,2,0.552
1877,2,0.558
1878,2,0.56
1879,2,0.55
1880,2,0.582
1881,2,0.612
1882,2,0.533
1883,2,0.515
1884,2,0.605
1885,2,0.538
1886,2,0.608
1887,2,0.555
1888,2,0.539
1889,2,0.608
1890,2,0.563
1891,2,0.619
1892,2,0.509
1893,2,0.509
1894,2,0.595
1895,2,0.54
1896,2,0.584
1897,2,0.582
1898,2,0.606
1899,2,0.58
1900,2,0.565
1901,2,0.571
1902,2,0.556
1903,2,0.626
1904,2,0.602
1905,2,0.618
1906,2,0.634
1907,2,0.551
1908,2,0.609
1909,2,0.61
1910,2,0.587
1911,2,0.526
1912,2,0.593
1913,2,0.536
1914,2,0.583
1915,2,0.558
1916,2,0.577
1917,2,0.586
1918,2,0.564
1919,2,0.564
1920,2,0.565
1921,2,0.519
1922,2,0.555
1923,2,0.606
1924,2,0.595
1925,2,0.588
1926,2,0.525
1927,2,0.611
1928,2,0.62
1929,2,0.633
1930,2,0.575
1931,2,0.555
1932,2,0.547
1933,2,0.554
1934,2,0.61
1935,2,0.579
1936,2,0.564
1937,2,0.626
1938,2,0.538
1939,2,0.608
1940,2,0.525
1941,2,0.593
1942,2,0.647
1943,2,0.539
1944,2,0.552
1945,2,0.577
1946,2,0.523
1947,2,0.637
1948,2,0.572
1949,2,0.578
1950,2,0.563
1951,2,0.568
1952,2,0.603
1953,2,0.561
1954,2,0.55
1955,2,0.541
1956,2,0.533
1957,2,0.583
1958,2,0.521
1959,2,0.528
1960,2,0.577
1961,2,0.649
1962,2,0.551
1963,2,0.601
1964,2,0.591
1965,2,0.564
1966,2,0.594
1967,2,0.515
1968,2,0.563
1969,2,0.534
1970,2,0.532
1971,2,0.585
1972,2,0.595
1973,2,0.604
1974,2,0.547
1975,2,0.509
1976,2,0.587
1977,2,0.59
1978,2,0.618
1979,2,0.64
1980,2,0.623
1981,2,0.545
1982,2,0.535
1983,2,0.578
1984,2,0.611
1985,2,0.532
1986,2,0.626
1987,2,0.573
1988,2,0.509
1989,2,0.619
1990,2,0.591
1991,2,0.57
1992,2,0.559
1993,2,0.558
1994,2,0.524
1995,2,0.557
1996,2,0.577
1997,2,0.589
1998,2,0.591
1999,2,0.536
2000,2,0.641
2001,2,0.565
2002,2,0.633
2003,2,0.537
2004,2,0.63
2005,2,0.53
2006,2,0.575
2007,2,0.535
2008,2,0.631
2009,2,0.536
2010,2,0.585
2011,2,0.568
2012,2,0.604
2013,2,0.574
2014,2,0.567
2015,2,0.532
2016,2,0.538
2017,2,0.577
2018,2,0.545
2019,2,0.584
2020,2,0.527
2021,2,0.605
2022,2,0.537
2023,2,0.599
2024,2,0.563
2025,2,0.504
2026,2,0.564
2027,2,0.596
2028,2,0.621
2029,2,0.569
2030,2,0.595
2031,2,0.54
2032,2,0.564
2033,2,0.559
2034,2,0.592
2035,2,0.578
2036,2,0.578
2037,2,0.545
2038,2,0.561
2039,2,0.59
2040,2,0.554
2041,2,0.586
2042,2,0.539
2043,2,0.501
2044,2,0.564
2045,2,0.556
2046,2,0.576
2047,2,0.517
2048,2,0.563
2049,2,0.619
2050,2,0.607
2051,2,0.533
2052,2,0.583
2053,2,0.556
2054,2,0.511
2055,2,0.622
2056,2,0.564
2057,2,0.604
2058,2,0.562
2059,2,0.591
2060,2,0.556
2061,2,0.598
2062,2,0.595
2063,2,0.598
2064,2,0.556
2065,2,0.581
2066,2,0.562
2067,2,0.548
2068,2,0.57
2069,2,0.589
2070,2,0.615
2071,2,0.609
2072,2,0.636
2073,2,0.545
2074,2,0.563
2075,2,0.574
2076,2,0.6
2077,2,0.52
2078,2,0.551
2079,2,0.542
2080,2,0.556
2081,2,0.583
2082,2,0.552
2083,2,0.553
2084,2,0.587
2085,2,0.607
2086,2,0.541
2087,2,0.649
2088,2,0.545
2089,2,0.565
2090,2,0.629
2091,2,0.559
2092,2,0.555
2093,2,0.585
2094,2,0.586
2095,2,0.547
2096,2,0.591
2097,2,0.521
2098,2,0.532
2099,2,0.545
2100,2,0.623
2101,2,0.541
2102,2,0.568
2103,2,0.614
2104,2,0.547
2105,2,0.591
2106,2,0.608
2107,2,0.517
2108,2,0.608
2109,2,0.561
2110,2,0.522
2111,2,0.641
2112,2,0.597
2113,2,0.545
2114,2,0.546
2115,2,0.61
2116,2,0.626
2117,2,0.511
2118,2,0.51
2119,2,0.541
2120,2,0.534
2121,2,0.588
2122,2,0.604
2123,2,0.575
2124,2,0.573
2125,2,0.532
2126,2,0.613
2127,2,0.581
2128,2,0.534
2129,2,0.607
2130,2,0.571
2131,2,0.545
2132,2,0.581
2133,2,0.578
2134,2,0.543
2135,2,0.585
2136,2,0.617
2137,2,0.542
2138,2,0.572
2139,2,0.554
2140,2,0.61
2141,2,0.584
2142,2,0.54
2143,2,0.606
2144,2,0.593
2145,2,0.622
2146,2,0.501
2147,2,0.531
2148,2,0.556
2149,2,0.556
2150,2,0.569
2151,2,0.544
2152,2,0.541
2153,2,0.546
2154,2,0.573
2155,2,0.626
2156,2,0.598
2157,2,0.572
2158,2,0.575
2159,2,0.572
2160,2,0.633
2161,2,0.544
2162,2,0.6
2163,2,0.617
2164,2,0.579
2165,2,0.607
2166,2,0.567
2167,2,0.628
2168,2,0.54
2169,2,0.516
2170,2,0.631
2171,2,0.625
2172,2,0.51
2173,2,0.621
2174,2,0.536
2175,2,0.616
2176,2,0.595
2177,2,0.544
2178,2,0.524
2179,2,0.586
2180,2,0.567
2181,2,0.514
2182,2,0.584
2183,2,0.577
2184,2,0.589
2185,2,0.574
2186,2,0.609
2187,2,0.572
2188,2,0.58
2189,2,0.553
2190,2,0.594
2191,2,0.593
2192,2,0.599
2193,2,0.54
2194,2,0.609
2195,2,0.561
2196,2,0.564
2197,2,0.606
2198,2,0.577
2199,2,0.568
2200,2,0.638
1,3,0.001
2,3,0.028
3,3,0.056
4,3,0.019
5,3,0.039
6,3,0.019
7,3,0.012
8,3,0.004
9,3,0.041
10,3,0.03
11,3,0.04
12,3,0.036
13,3,0.039
14,3,0.011
15,3,0.004
16,3,0.059
17,3,0.001
18,3,0.005
19,3,0.021
20,3,0.059
21,3,0.057
22,3,0.018
23,3,0.001
24,3,0.023
25,3,0.032
26,3,0.015
27,3,0.016
28,3,0.02
29,3,0.017
30,3,0.012
31,3,0.002
32,3,0.018
33,3,0.015
34,3,0.024
35,3,0.036
36,3,0.013
37,3,0.02
38,3,0.017
39,3,0.018
40,3,0.01
41,3,0.02
42,3,0.036
43,3,0.03
44,3,0.023
45,3,0.035
46,3,0.041
47,3,0.047
48,3,0.022
49,3,0.028
50,3,0.038
51,3,0.058
52,3,0.032
53,3,0.04
54,3,0.019
55,3,0.004
56,3,0.032
57,3,0.018
58,3,0.01
59,3,0.037
60,3,0.022
61,3,0.012
62,3,0.025
63,3,0.038
64,3,0.009
65,3,0.043
66,3,0.017
67,3,0.004
68,3,0.034
69,3,0.034
70,3,0.028
71,3,0.03
72,3,0.017
73,3,0.019
74,3,0.02
75,3,0.031
76,3,0.035
77,3,0.005
78,3,0.011
79,3,0.05
80,3,0.05
81,3,0.004
82,3,0.022
83,3,0.02
84,3,0.024
85,3,0.041
86,3,0.042
87,3,0.03
88,3,0.018
89,3,0.034
90,3,0.03
91,3,0.044
92,3,0.03
93,3,0.012
94,3,0.004
95,3,0.032
96,3,0.031
97,3,0.011
98,3,0.058
99,3,0.01
100,3,0.025
101,3,0.021
102,3,0.01
103,3,0.021
104,3,0.013
105,3,0.036
106,3,0.064
107,3,0.001
108,3,0.01
109,3,0.022
110,3,0.019
111,3,0.027
112,3,0.015
113,3,0.021
114,3,0.008
115,3,0.028
116,3,0.006
117,3,0.013
118,3,0.005
119,3,0.032
120,3,0.031
121,3,0.045
122,3,0.018
123,3,0.01
124,3,0.015
125,3,0.028
126,3,0.058
127,3,0.013
128,3,0.028
129,3,0.037
130,3,0.012
131,3,0.042
132,3,0.042
133,3,0.015
134,3,0.024
135,3,0.014
136,3,0.014
137,3,0.033
138,3,0.042
139,3,0.03
140,3,0.029
141,3,0.037
142,3,0.009
143,3,0.021
144,3,0.024
145,3,0.057
146,3,0.021
147,3,0.038
148,3,0.026
149,3,0.057
150,3,0.033
151,3,0.004
152,3,0.026
153,3,0.034
154,3,0.05
155,3,0.006
156,3,0.023
157,3,0.005
158,3,0.04
159,3,0.009
160,3,0.032
161,3,0.026
162,3,0.038
163,3,0.009
164,3,0.027
165,3,0.036
166,3,0.003
167,3,0.052
168,3,0.058
169,3,0.005
170,3,0.033
171,3,0.029
172,3,0.034
173,3,0.055
174,3,0.031
175,3,0.024
176,3,0.042
177,3,0.028
178,3,0.014
179,3,0.041
180,3,0.016
181,3,0.025
182,3,0.037
183,3,0.039
184,3,0.021
185,3,0.033
186,3,0.011
187,3,0.011
188,3,0.016
189,3,0.002
190,3,0.025
191,3,0.02
192,3,0.027
193,3,0.031
194,3,0.031
195,3,0.058
196,3,0.042
197,3,0.006
198,3,0.055
199,3,0.023
200,3,0.035
201,3,0.043
202,3,0.019
203,3,0.036
204,3,0.02
205,3,0.016
206,3,0.03
207,3,0.061
208,3,0.002
209,3,0.027
210,3,0.05
211,3,0.047
212,3,0.017
213,3,0.022
214,3,0.034
215,3,0.017
216,3,0.017
217,3,0.023
218,3,0.027
219,3,0.038
220,3,0.05
221,3,0.038
222,3,0.016
223,3,0.032
224,3,0.025
225,3,0.016
226,3,0.007
227,3,0.009
228,3,0.038
229,3,0.014
230,3,0.003
231,3,0.024
232,3,0.008
233,3,0.053
234,3,0.013
235,3,0.004
236,3,0.028
237,3,0.02
238,3,0.012
239,3,0.061
240,3,0.033
241,3,0.032
242,3,0.025
243,3,0.007
244,3,0.027
245,3,0.053
246,3,0.042
247,3,0.045
248,3,0.023
249,3,0.006
250,3,0.051
251,3,0.026
252,3,0.009
253,3,0.018
254,3,0.011
255,3,0.016
256,3,0.018
257,3,0.028
258,3,0.042
259,3,0.025
260,3,0.019
261,3,0.028
262,3,0.02
263,3,0.049
264,3,0.016
265,3,0.022
266,3,0.014
267,3,0.012
268,3,0.018
269,3,0.033
270,3,0.035
271,3,0.007
272,3,0.019
273,3,0.024
274,3,0.03
275,3,0.013
276,3,0.014
277,3,0.047
278,3,0.025
279,3,0.031
280,3,0.015
281,3,0.01
282,3,0.027
283,3,0.06
284,3,0.032
285,3,0.01
286,3,0.014
287,3,0.041
288,3,0.035
289,3,0
290,3,0.043
291,3,0.002
292,3,0.025
293,3,0.029
294,3,0.011
295,3,0.023
296,3,0.022
297,3,0.024
298,3,0.002
299,3,0.012
300,3,0.042
301,3,0.039
302,3,0.012
303,3,0.002
304,3,0.022
305,3,0.039
306,3,0.006
307,3,0.033
308,3,0.062
309,3,0.051
310,3,0.033
311,3,0.032
312,3,0.03
313,3,0.015
314,3,0.007
315,3,0.019
316,3,0.034
317,3,0.007
318,3,0.055
319,3,0.025
320,3,0.006
321,3,0.032
322,3,0.038
323,3,0.037
324,3,0.017
325,3,0.048
326,3,0.022
327,3,0.065
328,3,0.012
329,3,0.015
330,3,0.039
331,3,0.03
332,3,0.027
333,3,0.047
334,3,0.026
335,3,0.009
336,3,0.028
337,3,0.02
338,3,0.033
339,3,0.034
340,3,0.027
341,3,0.031
342,3,0.041
343,3,0.039
344,3,0.036
345,3,0.02
346,3,0.005
347,3,0.034
348,3,0.034
349,3,0.053
350,3,0.04
351,3,0.011
352,3,0.021
353,3,0.014
354,3,0.061
355,3,0.019
356,3,0.023
357,3,0.012
358,3,0.001
359,3,0.048
360,3,0.014
361,3,0.006
362,3,0.04
363,3,0.031
364,3,0.046
365,3,0.008
366,3,0.012
367,3,0.035
368,3,0.025
369,3,0.02
370,3,0.012
371,3,0.025
372,3,0.022
373,3,0.021
374,3,0.037
375,3,0.057
376,3,0.009
377,3,0.008
378,3,0.043
379,3,0.007
380,3,0.045
381,3,0.003
382,3,0.038
383,3,0.018
384,3,0.04
385,3,0.026
386,3,0.038
387,3,0.032
388,3,0.008
389,3,0.049
390,3,0.034
391,3,0.034
392,3,0.023
393,3,0.045
394,3,0.055
395,3,0.002
396,3,0.007
397,3,0.017
398,3,0.012
399,3,0.029
400,3,0.004
401,3,0.006
402,3,0.034
403,3,0.022
404,3,0.012
405,3,0.054
406,3,0.031
407,3,0.028
408,3,0.053
409,3,0.017
410,3,0.019
411,3,0.028
412,3,0.008
413,3,0.027
414,3,0.022
415,3,0.013
416,3,0.009
417,3,0.02
418,3,0.026
419,3,0.063
420,3,0.043
421,3,0.016
422,3,0.03
423,3,0.021
424,3,0.019
425,3,0.007
426,3,0.005
427,3,0.015
428,3,0.04
429,3,0.026
430,3,0.05
431,3,0.01
432,3,0.037
433,3,0.034
434,3,0.015
435,3,0.035
436,3,0.022
437,3,0.021
438,3,0.005
439,3,0.014
440,3,0.033
441,3,0.052
442,3,0.026
443,3,0.014
444,3,0.005
445,3,0.05
446,3,0.058
447,3,0.009
448,3,0.029
449,3,0.004
450,3,0.027
451,3,0.008
452,3,0.02
453,3,0.018
454,3,0.04
455,3,0.025
456,3,0.029
457,3,0.011
458,3,0.025
459,3,0.025
460,3,0.006
461,3,0.004
462,3,0.027
463,3,0.043
464,3,0.021
465,3,0.006
466,3,0.018
467,3,0.039
468,3,0.015
469,3,0.006
470,3,0.034
471,3,0.032
472,3,0.005
473,3,0.007
474,3,0.033
475,3,0.019
476,3,0.02
477,3,0.06
478,3,0.013
479,3,0.025
480,3,0.021
481,3,0.01
482,3,0.036
483,3,0.008
484,3,0.04
485,3,0.044
486,3,0.027
487,3,0.031
488,3,0.06
489,3,0.001
490,3,0.039
491,3,0.009
492,3,0.039
493,3,0.031
494,3,0.058
495,3,0.009
496,3,0.049
497,3,0.014
498,3,0.021
499,3,0.017
500,3,0.015
501,3,0.019
502,3,0.007
503,3,0.017
504,3,0.017
505,3,0.018
506,3,0.044
507,3,0.024
508,3,0.025
509,3,0.027
510,3,0.037
511,3,0.036
512,3,0.009
513,3,0.033
514,3,0.014
515,3,0.046
516,3,0.008
517,3,0.001
518,3,0.025
519,3,0.013
520,3,0.024
521,3,0.022
522,3,0.015
523,3,0.047
524,3,0.044
525,3,0.032
526,3,0.032
527,3,0.027
528,3,0.022
529,3,0.028
530,3,0.043
531,3,0.002
532,3,0.028
533,3,0.065
534,3,0.024
535,3,0.038
536,3,0.016
537,3,0.018
538,3,0.018
539,3,0.056
540,3,0.031
541,3,0.053
542,3,0.005
543,3,0.009
544,3,0.035
545,3,0.019
546,3,0.017
547,3,0.005
548,3,0.015
549,3,0.026
550,3,0.009
551,3,0.038
552,3,0.012
553,3,0.013
554,3,0.031
555,3,0.034
556,3,0.028
557,3,0.045
558,3,0.015
559,3,0.011
560,3,0.011
561,3,0.014
562,3,0.015
563,3,0.007
564,3,0.024
565,3,0.034
566,3,0.029
567,3,0.018
568,3,0.056
569,3,0.007
570,3,0.006
571,3,0.045
572,3,0.037
573,3,0.012
574,3,0.016
575,3,0.035
576,3,0.004
577,3,0.017
578,3,0.032
579,3,0.022
580,3,0.012
581,3,0.045
582,3,0.052
583,3,0.008
584,3,0.024
585,3,0.011
586,3,0.004
587,3,0.01
588,3,0.04
589,3,0.025
590,3,0.024
591,3,0.018
592,3,0.023
593,3,0.038
594,3,0.034
595,3,0.008
596,3,0.032
597,3,0.002
598,3,0.008
599,3,0.015
600,3,0.008
601,3,0.068
602,3,0.053
603,3,0.062
604,3,0.065
605,3,0.061
606,3,0.071
607,3,0.064
608,3,0.062
609,3,0.079
610,3,0.059
611,3,0.07
612,3,0.077
613,3,0.062
614,3,0.072
615,3,0.051
616,3,0.047
617,3,0.077
618,3,0.069
619,3,0.05
620,3,0.058
621,3,0.064
622,3,0.061
623,3,0.058
624,3,0.062
625,3,0.067
626,3,0.068
627,3,0.072
628,3,0.053
629,3,0.07
630,3,0.07
631,3,0.064
632,3,0.074
633,3,0.049
634,3,0.044
635,3,0.064
636,3,0.063
637,3,0.049
638,3,0.07
639,3,0.068
640,3,0.064
641,3,0.059
642,3,0.051
643,3,0.071
644,3,0.055
645,3,0.063
646,3,0.062
647,3,0.058
648,3,0.066
649,3,0.077
650,3,0.053
651,3,0.072
652,3,0.081
653,3,0.06
654,3,0.079
655,3,0.062
656,3,0.068
657,3,0.062
658,3,0.038
659,3,0.049
660,3,0.085
661,3,0.05
662,3,0.064
663,3,0.061
664,3,0.044
665,3,0.078
666,3,0.06
667,3,0.065
668,3,0.064
669,3,0.064
670,3,0.057
671,3,0.071
672,3,0.069
673,3,0.07
674,3,0.074
675,3,0.059
676,3,0.049
677,3,0.08
678,3,0.065
679,3,0.052
680,3,0.061
681,3,0.073
682,3,0.059
683,3,0.074
684,3,0.071
685,3,0.073
686,3,0.049
687,3,0.048
688,3,0.061
689,3,0.068
690,3,0.054
691,3,0.067
692,3,0.05
693,3,0.054
694,3,0.058
695,3,0.058
696,3,0.051
697,3,0.055
698,3,0.064
699,3,0.058
700,3,0.071
701,3,0.068
702,3,0.076
703,3,0.066
704,3,0.048
705,3,0.06
706,3,0.051
707,3,0.065
708,3,0.065
709,3,0.058
710,3,0.062
711,3,0.044
712,3,0.059
713,3,0.056
714,3,0.081
715,3,0.07
716,3,0.062
717,3,0.065
718,3,0.058
719,3,0.061
720,3,0.075
721,3,0.059
722,3,0.051
723,3,0.081
724,3,0.08
725,3,0.053
726,3,0.065
727,3,0.063
728,3,0.06
729,3,0.074
730,3,0.059
731,3,0.069
732,3,0.064
733,3,0.061
