heat_id,analysis_date,analysis_type,analysis_status,analysis_lab_id,analysis_eq_id,analyst_id,notes
497,3/3/2024,drop,valid,1,2,1,nothing on my side
498,3/6/2024,drop,valid,1,3,2,nothing on my side
499,4/6/2024,drop,valid,1,1,3,nothing on my side
500,4/6/2024,drop,valid,1,2,4,nothing on my side
501,4/3/2024,drop,valid,1,3,1,nothing on my side
502,4/4/2024,drop,valid,1,1,2,nothing on my side
503,4/5/2024,drop,valid,1,2,3,nothing on my side
504,5/5/2024,drop,valid,1,3,4,nothing on my side
505,5/4/2024,drop,valid,1,1,1,nothing on my side
506,5/2/2024,drop,valid,1,2,2,nothing on my side
507,5/3/2024,drop,valid,1,3,3,nothing on my side
508,5/2/2024,drop,valid,1,1,4,nothing on my side
509,6/5/2024,drop,valid,1,2,1,nothing on my side
510,6/2/2024,drop,valid,1,3,2,nothing on my side
511,6/3/2024,drop,valid,1,1,3,nothing on my side
512,6/5/2024,drop,valid,1,2,4,nothing on my side
513,6/3/2024,drop,valid,1,3,1,nothing on my side
514,6/3/2024,drop,valid,1,1,2,nothing on my side
515,7/5/2024,drop,valid,1,2,3,nothing on my side
516,7/2/2024,drop,valid,1,3,4,nothing on my side
517,7/5/2024,drop,valid,1,1,1,nothing on my side
518,7/6/2024,drop,valid,1,2,2,nothing on my side
519,7/5/2024,drop,valid,1,3,3,nothing on my side
520,8/5/2024,drop,valid,1,1,4,nothing on my side
521,8/3/2024,drop,valid,1,2,1,nothing on my side
522,8/6/2024,drop,valid,1,3,2,nothing on my side
523,8/6/2024,drop,valid,1,1,3,nothing on my side
524,8/4/2024,drop,valid,1,2,4,nothing on my side
525,9/5/2024,drop,valid,1,3,1,nothing on my side
526,9/6/2024,drop,valid,1,1,2,nothing on my side
527,9/2/2024,drop,valid,1,2,3,nothing on my side
528,9/2/2024,drop,valid,1,3,4,nothing on my side
529,9/5/2024,drop,valid,1,1,1,nothing on my side
530,9/2/2024,drop,valid,1,2,2,nothing on my side
531,10/2/2024,drop,valid,1,3,3,nothing on my side
532,10/4/2024,drop,valid,1,1,4,nothing on my side
533,10/2/2024,drop,valid,1,2,1,nothing on my side
534,10/4/2024,drop,valid,1,3,2,nothing on my side
535,10/2/2024,drop,valid,1,1,3,nothing on my side
536,11/5/2024,drop,valid,1,2,4,nothing on my side
537,11/5/2024,drop,valid,1,3,1,nothing on my side
538,11/5/2024,drop,valid,1,1,2,nothing on my side
539,11/5/2024,drop,valid,1,2,3,nothing on my side
540,11/5/2024,drop,valid,1,3,4,nothing on my side
541,12/3/2024,drop,valid,1,1,1,nothing on my side
542,12/6/2024,drop,valid,1,2,2,nothing on my side
543,12/5/2024,drop,valid,1,3,3,nothing on my side
544,12/3/2024,drop,valid,1,1,4,nothing on my side
545,12/4/2024,drop,valid,1,2,1,nothing on my side
546,12/2/2024,drop,valid,1,3,2,nothing on my side
547,11/5/2024,drop,valid,1,1,3,nothing on my side
548,11/5/2024,drop,valid,1,2,4,nothing on my side
549,11/6/2024,drop,valid,1,3,1,nothing on my side
550,11/6/2024,drop,valid,1,1,2,nothing on my side
551,11/6/2024,drop,valid,1,2,3,nothing on my side
552,11/6/2024,drop,valid,1,3,4,nothing on my side
553,11/6/2024,drop,valid,1,1,1,nothing on my side
554,11/7/2024,drop,valid,1,2,2,nothing on my side
555,11/9/2024,drop,valid,1,3,3,nothing on my side
556,11/5/2024,drop,valid,1,1,4,nothing on my side
557,11/9/2024,drop,valid,1,2,1,nothing on my side
558,11/10/2024,drop,valid,1,3,2,nothing on my side
559,11/9/2024,drop,valid,1,1,3,nothing on my side
560,11/8/2024,drop,valid,1,2,4,nothing on my side
561,11/9/2024,drop,valid,1,3,1,nothing on my side
562,11/7/2024,drop,valid,1,1,2,nothing on my side
563,11/11/2024,drop,valid,1,2,3,nothing on my side
564,11/10/2024,drop,valid,1,3,4,nothing on my side
565,11/7/2024,drop,valid,1,1,1,nothing on my side
566,11/10/2024,drop,valid,1,2,2,nothing on my side
567,11/11/2024,drop,valid,1,3,3,nothing on my side
568,11/11/2024,drop,valid,1,1,4,nothing on my side
569,11/8/2024,drop,valid,1,2,1,nothing on my side
570,11/8/2024,drop,valid,1,3,2,nothing on my side
571,11/12/2024,drop,valid,1,1,3,nothing on my side
572,11/10/2024,drop,valid,1,2,4,nothing on my side
573,11/12/2024,drop,valid,1,3,1,nothing on my side
574,11/10/2024,drop,valid,1,1,2,nothing on my side
575,11/13/2024,drop,valid,1,2,3,nothing on my side
576,11/9/2024,drop,valid,1,3,4,nothing on my side
577,11/11/2024,drop,valid,1,1,1,nothing on my side
578,11/11/2024,drop,valid,1,2,2,nothing on my side
579,12/13/2024,drop,valid,1,3,3,nothing on my side
580,12/11/2024,drop,valid,1,1,4,nothing on my side
581,12/13/2024,drop,valid,1,2,1,nothing on my side
582,12/10/2024,drop,valid,1,3,2,nothing on my side
583,12/14/2024,drop,valid,1,1,3,nothing on my side
584,12/11/2024,drop,valid,1,2,4,nothing on my side
585,12/13/2024,drop,valid,1,3,1,nothing on my side
586,12/15/2025,drop,valid,1,1,2,nothing on my side
587,12/13/2025,drop,valid,1,2,3,nothing on my side
588,12/12/2025,drop,valid,1,3,4,nothing on my side
589,12/15/2025,drop,valid,1,1,1,nothing on my side
590,12/12/2025,drop,valid,1,2,2,nothing on my side
591,12/15/2025,drop,valid,1,3,3,nothing on my side
592,12/14/2025,drop,valid,1,1,4,nothing on my side
593,12/15/2025,drop,valid,1,2,1,nothing on my side
594,12/12/2025,drop,valid,1,3,2,nothing on my side
595,12/13/2025,drop,valid,1,1,3,nothing on my side
596,12/17/2025,drop,valid,1,2,4,nothing on my side
597,12/15/2025,drop,valid,1,3,1,nothing on my side
598,12/13/2025,drop,valid,1,1,2,nothing on my side
599,12/15/2025,drop,valid,1,2,3,nothing on my side
600,12/17/2025,drop,valid,1,3,4,nothing on my side
601,1/15/2022,drop,valid,1,1,1,nothing on my side
602,1/18/2022,drop,valid,1,2,2,nothing on my side
603,1/17/2022,drop,valid,1,3,3,nothing on my side
604,1/17/2022,drop,valid,1,1,4,nothing on my side
605,1/16/2022,drop,valid,1,2,1,nothing on my side
606,1/17/2022,drop,valid,1,3,2,nothing on my side
607,1/16/2022,drop,valid,1,1,3,nothing on my side
608,1/19/2022,drop,valid,1,2,4,nothing on my side
609,1/18/2022,drop,valid,1,3,1,nothing on my side
610,1/19/2022,drop,valid,1,1,2,nothing on my side
611,1/17/2022,drop,valid,1,2,3,nothing on my side
612,1/16/2022,drop,valid,1,3,4,nothing on my side
613,1/19/2022,drop,valid,1,1,1,nothing on my side
614,1/20/2022,drop,valid,1,2,2,nothing on my side
615,1/19/2022,drop,valid,1,3,3,nothing on my side
616,1/18/2022,drop,valid,1,1,4,nothing on my side
617,1/20/2022,drop,valid,1,2,1,nothing on my side
618,1/19/2022,drop,valid,1,3,2,nothing on my side
619,1/21/2022,drop,valid,1,1,3,nothing on my side
620,1/20/2022,drop,valid,1,2,4,nothing on my side
621,1/21/2022,drop,valid,1,3,1,nothing on my side
622,1/20/2022,drop,valid,1,1,2,nothing on my side
623,1/21/2022,drop,valid,1,2,3,nothing on my side
624,1/19/2022,drop,valid,1,3,4,nothing on my side
625,1/19/2022,drop,valid,1,1,1,nothing on my side
626,1/18/2022,drop,valid,1,2,2,nothing on my side
627,1/21/2022,drop,valid,1,3,3,nothing on my side
628,1/22/2022,drop,valid,1,1,4,nothing on my side
629,1/23/2022,drop,valid,1,2,1,nothing on my side
630,1/22/2022,drop,valid,1,3,2,nothing on my side
631,1/23/2022,drop,valid,1,1,3,nothing on my side
632,1/20/2022,drop,valid,1,2,4,nothing on my side
633,1/24/2022,drop,valid,1,3,1,nothing on my side
634,1/22/2022,drop,valid,1,1,2,nothing on my side
635,1/23/2022,drop,valid,1,2,3,nothing on my side
636,1/21/2022,drop,valid,1,3,4,nothing on my side
637,1/22/2022,drop,valid,1,1,1,nothing on my side
638,1/24/2022,drop,valid,1,2,2,nothing on my side
639,1/23/2022,drop,valid,1,3,3,nothing on my side
640,1/21/2022,drop,valid,1,1,4,nothing on my side
641,1/21/2022,drop,valid,1,2,1,nothing on my side
642,1/22/2022,drop,valid,1,3,2,nothing on my side
643,1/25/2023,drop,valid,1,1,3,nothing on my side
644,1/24/2023,drop,valid,1,2,4,nothing on my side
645,12/23/2022,drop,valid,1,3,1,nothing on my side
646,12/27/2022,drop,valid,1,1,2,nothing on my side
647,12/25/2022,drop,valid,1,2,3,nothing on my side
648,12/26/2022,drop,valid,1,3,4,nothing on my side
649,1/25/2023,drop,valid,1,1,1,nothing on my side
650,1/26/2023,drop,valid,1,2,2,nothing on my side
651,1/26/2023,drop,valid,1,3,3,nothing on my side
652,1/26/2023,drop,valid,1,1,4,nothing on my side
653,1/24/2023,drop,valid,1,2,1,nothing on my side
654,2/22/2023,drop,valid,1,3,2,nothing on my side
655,2/20/2023,drop,valid,1,1,3,nothing on my side
656,2/20/2023,drop,valid,1,2,4,nothing on my side
657,2/24/2023,drop,valid,1,3,1,nothing on my side
658,2/22/2023,drop,valid,1,1,2,nothing on my side
659,2/22/2023,drop,valid,1,2,3,nothing on my side
660,3/23/2023,drop,valid,1,3,4,nothing on my side
661,3/25/2023,drop,valid,1,1,1,nothing on my side
662,3/26/2023,drop,valid,1,2,2,nothing on my side
663,3/23/2023,drop,valid,1,3,3,nothing on my side
664,3/26/2023,drop,valid,1,1,4,nothing on my side
665,4/25/2023,drop,valid,1,2,1,nothing on my side
666,4/23/2023,drop,valid,1,3,2,nothing on my side
667,4/25/2023,drop,valid,1,1,3,nothing on my side
668,4/24/2023,drop,valid,1,2,4,nothing on my side
669,4/24/2023,drop,valid,1,3,1,nothing on my side
670,5/24/2023,drop,valid,1,1,2,nothing on my side
671,5/23/2023,drop,valid,1,2,3,nothing on my side
672,5/24/2023,drop,valid,1,3,4,nothing on my side
673,5/24/2023,drop,valid,1,1,1,nothing on my side
674,5/27/2023,drop,valid,1,2,2,nothing on my side
675,5/25/2023,drop,valid,1,3,3,nothing on my side
676,6/26/2023,drop,valid,1,1,4,nothing on my side
677,6/24/2023,drop,valid,1,2,1,nothing on my side
678,6/26/2023,drop,valid,1,3,2,nothing on my side
679,6/23/2023,drop,valid,1,1,3,nothing on my side
680,6/25/2023,drop,valid,1,2,4,nothing on my side
681,7/26/2023,drop,valid,1,3,1,nothing on my side
682,7/24/2023,drop,valid,1,1,2,nothing on my side
683,7/25/2023,drop,valid,1,2,3,nothing on my side
684,7/24/2023,drop,valid,1,3,4,nothing on my side
685,7/23/2023,drop,valid,1,1,1,nothing on my side
686,8/27/2023,drop,valid,1,2,2,nothing on my side
687,8/26/2024,drop,valid,1,3,3,nothing on my side
688,8/26/2024,drop,valid,1,1,4,nothing on my side
689,8/24/2024,drop,valid,1,2,1,nothing on my side
690,8/24/2024,drop,valid,1,3,2,nothing on my side
691,8/26/2024,drop,valid,1,1,3,nothing on my side
692,9/24/2024,drop,valid,1,2,4,nothing on my side
693,9/25/2024,drop,valid,1,3,1,nothing on my side
694,9/26/2024,drop,valid,1,1,2,nothing on my side
695,9/25/2024,drop,valid,1,2,3,nothing on my side
696,9/22/2024,drop,valid,1,3,4,nothing on my side
697,10/23/2024,drop,valid,1,1,1,nothing on my side
698,10/27/2024,drop,valid,1,2,2,nothing on my side
699,10/27/2024,drop,valid,1,3,3,nothing on my side
700,10/26/2024,drop,valid,1,1,4,nothing on my side
701,10/27/2024,drop,valid,1,2,1,nothing on my side
702,11/22/2024,drop,valid,1,3,2,nothing on my side
703,11/22/2024,drop,valid,1,1,3,nothing on my side
704,11/24/2024,drop,valid,1,2,4,nothing on my side
705,11/22/2024,drop,valid,1,3,1,nothing on my side
706,11/25/2024,drop,valid,1,1,2,nothing on my side
707,11/24/2024,drop,valid,1,2,3,nothing on my side
708,1/8/2024,drop,valid,1,3,4,nothing on my side
709,1/4/2024,drop,valid,1,1,1,nothing on my side
710,1/5/2024,drop,valid,1,2,2,nothing on my side
711,1/5/2024,drop,valid,1,3,3,nothing on my side
712,1/6/2024,drop,valid,1,1,4,nothing on my side
713,1/8/2024,drop,valid,1,2,1,nothing on my side
714,1/7/2024,drop,valid,1,3,2,nothing on my side
715,1/9/2024,drop,valid,1,1,3,nothing on my side
716,1/6/2024,drop,valid,1,2,4,nothing on my side
717,2/5/2024,drop,valid,1,3,1,nothing on my side
718,2/8/2024,drop,valid,1,1,2,nothing on my side
719,2/8/2024,drop,valid,1,2,3,nothing on my side
720,2/8/2024,drop,valid,1,3,4,nothing on my side
721,2/9/2024,drop,valid,1,1,1,nothing on my side
722,2/6/2024,drop,valid,1,2,2,nothing on my side
723,2/7/2024,drop,valid,1,3,3,nothing on my side
724,2/7/2024,drop,valid,1,1,4,nothing on my side
725,2/8/2024,drop,valid,1,2,1,nothing on my side
726,2/10/2024,drop,valid,1,3,2,nothing on my side
727,2/7/2024,drop,valid,1,1,3,nothing on my side
728,2/10/2024,drop,valid,1,2,4,nothing on my side
729,2/11/2024,drop,valid,1,3,1,nothing on my side
730,2/12/2024,drop,valid,1,1,2,nothing on my side
731,2/12/2024,drop,valid,1,2,3,nothing on my side
732,2/11/2024,drop,valid,1,3,4,nothing on my side
733,2/11/2024,drop,valid,1,1,1,nothing on my side
734,2/11/2024,drop,valid,1,2,2,nothing on my side
735,2/10/2024,drop,valid,1,3,3,nothing on my side
736,2/11/2024,drop,valid,1,1,4,nothing on my side
737,2/12/2024,drop,valid,1,2,1,nothing on my side
738,2/9/2024,drop,valid,1,3,2,nothing on my side
739,2/9/2024,drop,valid,1,1,3,nothing on my side
740,2/12/2024,drop,valid,1,2,4,nothing on my side
741,2/13/2024,drop,valid,1,3,1,nothing on my side
742,2/12/2024,drop,valid,1,1,2,nothing on my side
743,2/10/2024,drop,valid,1,2,3,nothing on my side
744,3/10/2024,drop,valid,1,3,4,nothing on my side
745,3/11/2024,drop,valid,1,1,1,nothing on my side
746,3/12/2024,drop,valid,1,2,2,nothing on my side
747,3/14/2024,drop,valid,1,3,3,nothing on my side
748,3/14/2024,drop,valid,1,1,4,nothing on my side
749,3/14/2024,drop,valid,1,2,1,nothing on my side
750,3/13/2024,drop,valid,1,3,2,nothing on my side
751,3/14/2024,drop,valid,1,1,3,nothing on my side
752,3/14/2024,drop,valid,1,2,4,nothing on my side
753,3/13/2024,drop,valid,1,3,1,nothing on my side
754,3/15/2024,drop,valid,1,1,2,nothing on my side
755,3/16/2024,drop,valid,1,2,3,nothing on my side
756,3/16/2024,drop,valid,1,3,4,nothing on my side
757,3/13/2024,drop,valid,1,1,1,nothing on my side
758,3/16/2024,drop,valid,1,2,2,nothing on my side
759,3/13/2024,drop,valid,1,3,3,nothing on my side
760,3/13/2024,drop,valid,1,1,4,nothing on my side
761,3/18/2024,drop,valid,1,2,1,nothing on my side
762,3/14/2024,drop,valid,1,3,2,nothing on my side
763,3/16/2024,drop,valid,1,1,3,nothing on my side
764,3/16/2024,drop,valid,1,2,4,nothing on my side
765,3/14/2024,drop,valid,1,3,1,nothing on my side
766,3/16/2024,drop,valid,1,1,2,nothing on my side
767,3/17/2024,drop,valid,1,2,3,nothing on my side
768,3/19/2024,drop,valid,1,3,4,nothing on my side
769,3/19/2024,drop,valid,1,1,1,nothing on my side
770,3/16/2024,drop,valid,1,2,2,nothing on my side
771,3/17/2025,drop,valid,1,3,3,nothing on my side
772,5/16/2025,drop,valid,1,1,4,nothing on my side
773,5/16/2025,drop,valid,1,2,1,nothing on my side
774,5/19/2025,drop,valid,1,3,2,nothing on my side
775,5/18/2025,drop,valid,1,1,3,nothing on my side
776,5/18/2025,drop,valid,1,2,4,nothing on my side
777,5/17/2025,drop,valid,1,3,1,nothing on my side
778,5/18/2025,drop,valid,1,1,2,nothing on my side
779,5/21/2025,drop,valid,1,2,3,nothing on my side
780,5/18/2025,drop,valid,1,3,4,nothing on my side
781,5/19/2025,drop,valid,1,1,1,nothing on my side
782,5/18/2025,drop,valid,1,2,2,nothing on my side
783,5/19/2025,drop,valid,1,3,3,nothing on my side
784,5/22/2025,drop,valid,1,1,4,nothing on my side
785,5/20/2025,drop,valid,1,2,1,nothing on my side
786,5/18/2025,drop,valid,1,3,2,nothing on my side
787,5/19/2025,drop,valid,1,1,3,nothing on my side
788,5/21/2025,drop,valid,1,2,4,nothing on my side
789,5/22/2025,drop,valid,1,3,1,nothing on my side
790,5/20/2025,drop,valid,1,1,2,nothing on my side
791,5/20/2025,drop,valid,1,2,3,nothing on my side
792,5/19/2025,drop,valid,1,3,4,nothing on my side
793,6/21/2025,drop,valid,1,1,1,nothing on my side
794,6/21/2025,drop,valid,1,2,2,nothing on my side
795,6/20/2025,drop,valid,1,3,3,nothing on my side
796,6/22/2025,drop,valid,1,1,4,nothing on my side
797,6/22/2025,drop,valid,1,2,1,nothing on my side
798,6/20/2025,drop,valid,1,3,2,nothing on my side
799,6/22/2025,drop,valid,1,1,3,nothing on my side
800,6/25/2025,drop,valid,1,2,4,nothing on my side
801,6/21/2025,drop,valid,1,3,1,nothing on my side
802,6/24/2025,drop,valid,1,1,2,nothing on my side
803,6/23/2025,drop,valid,1,2,3,nothing on my side
804,6/21/2025,drop,valid,1,3,4,nothing on my side
805,6/21/2025,drop,valid,1,1,1,nothing on my side
806,1/1/2025,drop,valid,1,2,2,nothing on my side
807,12/29/2024,drop,valid,1,3,3,nothing on my side
808,12/31/2024,drop,valid,1,1,4,nothing on my side
809,1/1/2025,drop,valid,1,2,1,nothing on my side
810,1/29/2025,drop,valid,1,3,2,nothing on my side
811,2/1/2025,drop,valid,1,1,3,nothing on my side
812,1/31/2025,drop,valid,1,2,4,nothing on my side
813,1/31/2025,drop,valid,1,3,1,nothing on my side
814,1/29/2025,drop,valid,1,1,2,nothing on my side
815,3/1/2025,drop,valid,1,2,3,nothing on my side
816,2/28/2025,drop,valid,1,3,4,nothing on my side
817,3/1/2025,drop,valid,1,1,1,nothing on my side
818,2/28/2025,drop,valid,1,2,2,nothing on my side
819,2/28/2025,drop,valid,1,3,3,nothing on my side
820,2/26/2025,drop,valid,1,1,4,nothing on my side
821,4/1/2025,drop,valid,1,2,1,nothing on my side
822,3/29/2025,drop,valid,1,3,2,nothing on my side
823,3/29/2025,drop,valid,1,1,3,nothing on my side
824,4/1/2025,drop,valid,1,2,4,nothing on my side
825,4/5/2025,drop,valid,1,3,1,nothing on my side
826,5/1/2025,drop,valid,1,1,2,nothing on my side
827,5/3/2025,drop,valid,1,2,3,nothing on my side
828,5/4/2025,drop,valid,1,3,4,nothing on my side
829,5/2/2025,drop,valid,1,1,1,nothing on my side
830,5/5/2025,drop,valid,1,2,2,nothing on my side
831,6/4/2025,drop,valid,1,3,3,nothing on my side
832,6/1/2025,drop,valid,1,1,4,nothing on my side
833,6/3/2025,drop,valid,1,2,1,nothing on my side
834,6/3/2025,drop,valid,1,3,2,nothing on my side
835,6/4/2025,drop,valid,1,1,3,nothing on my side
836,6/1/2025,drop,valid,1,2,4,nothing on my side
837,7/5/2025,drop,valid,1,3,1,nothing on my side
838,7/3/2025,drop,valid,1,1,2,nothing on my side
839,7/3/2025,drop,valid,1,2,3,nothing on my side
840,7/4/2025,drop,valid,1,3,4,nothing on my side
841,7/3/2025,drop,valid,1,1,1,nothing on my side
842,8/3/2025,drop,valid,1,2,2,nothing on my side
843,8/5/2025,drop,valid,1,3,3,nothing on my side
844,8/5/2025,drop,valid,1,1,4,nothing on my side
845,8/1/2025,drop,valid,1,2,1,nothing on my side
846,8/1/2025,drop,valid,1,3,2,nothing on my side
847,9/1/2025,drop,valid,1,1,3,nothing on my side
848,9/4/2025,drop,valid,1,2,4,nothing on my side
849,9/2/2025,drop,valid,1,3,1,nothing on my side
850,9/3/2025,drop,valid,1,1,2,nothing on my side
851,9/3/2025,drop,valid,1,2,3,nothing on my side
852,9/4/2025,drop,valid,1,3,4,nothing on my side
853,10/2/2025,drop,valid,1,1,1,nothing on my side
854,10/4/2025,drop,valid,1,2,2,nothing on my side
855,10/6/2025,drop,valid,1,3,3,nothing on my side
856,10/4/2025,drop,valid,1,1,4,nothing on my side
857,10/5/2025,drop,valid,1,2,1,nothing on my side
858,11/4/2025,drop,valid,1,3,2,nothing on my side
859,11/6/2025,drop,valid,1,1,3,nothing on my side
860,11/6/2025,drop,valid,1,2,4,nothing on my side
861,11/6/2025,drop,valid,1,3,1,nothing on my side
862,11/3/2025,drop,valid,1,1,2,nothing on my side
863,12/2/2025,drop,valid,1,2,3,nothing on my side
864,12/6/2025,drop,valid,1,3,4,nothing on my side
865,12/4/2025,drop,valid,1,1,1,nothing on my side
866,12/4/2025,drop,valid,1,2,2,nothing on my side
867,12/3/2025,drop,valid,1,3,3,nothing on my side
868,12/3/2025,drop,valid,1,1,4,nothing on my side
869,11/5/2025,drop,valid,1,2,1,nothing on my side
870,11/7/2025,drop,valid,1,3,2,nothing on my side
871,11/8/2025,drop,valid,1,1,3,nothing on my side
872,11/8/2025,drop,valid,1,2,4,nothing on my side
873,11/4/2025,drop,valid,1,3,1,nothing on my side
874,11/8/2025,drop,valid,1,1,2,nothing on my side
875,11/8/2025,drop,valid,1,2,3,nothing on my side
876,11/7/2025,drop,valid,1,3,4,nothing on my side
877,11/5/2025,drop,valid,1,1,1,nothing on my side
878,11/9/2025,drop,valid,1,2,2,nothing on my side
879,11/7/2025,drop,valid,1,3,3,nothing on my side
880,11/8/2025,drop,valid,1,1,4,nothing on my side
881,11/7/2025,drop,valid,1,2,1,nothing on my side
882,11/6/2025,drop,valid,1,3,2,nothing on my side
883,11/10/2025,drop,valid,1,1,3,nothing on my side
884,11/8/2025,drop,valid,1,2,4,nothing on my side
885,11/8/2025,drop,valid,1,3,1,nothing on my side
886,11/8/2025,drop,valid,1,1,2,nothing on my side
887,11/11/2025,drop,valid,1,2,3,nothing on my side
888,11/11/2025,drop,valid,1,3,4,nothing on my side
889,11/10/2025,drop,valid,1,1,1,nothing on my side
890,11/11/2025,drop,valid,1,2,2,nothing on my side
891,11/12/2025,drop,valid,1,3,3,nothing on my side
892,11/9/2025,drop,valid,1,1,4,nothing on my side
893,11/12/2025,drop,valid,1,2,1,nothing on my side
894,11/10/2025,drop,valid,1,3,2,nothing on my side
895,11/11/2025,drop,valid,1,1,3,nothing on my side
896,11/12/2025,drop,valid,1,2,4,nothing on my side
897,11/11/2025,drop,valid,1,3,1,nothing on my side
898,11/12/2025,drop,valid,1,1,2,nothing on my side
899,11/13/2025,drop,valid,1,2,3,nothing on my side
900,11/13/2025,drop,valid,1,3,4,nothing on my side
901,11/11/2025,drop,valid,1,1,1,nothing on my side
902,11/13/2025,drop,valid,1,2,2,nothing on my side
903,11/14/2025,drop,valid,1,3,3,nothing on my side
904,11/10/2025,drop,valid,1,1,4,nothing on my side
905,11/10/2025,drop,valid,1,2,1,nothing on my side
906,11/13/2025,drop,valid,1,3,2,nothing on my side
907,11/12/2025,drop,valid,1,1,3,nothing on my side
908,11/15/2025,drop,valid,1,2,4,nothing on my side
909,11/13/2025,drop,valid,1,3,1,nothing on my side
910,11/11/2025,drop,valid,1,1,2,nothing on my side
911,11/15/2025,drop,valid,1,2,3,nothing on my side
912,11/12/2025,drop,valid,1,3,4,nothing on my side
913,11/15/2025,drop,valid,1,1,1,nothing on my side
914,11/12/2025,drop,valid,1,2,2,nothing on my side
915,11/15/2025,drop,valid,1,3,3,nothing on my side
916,11/14/2025,drop,valid,1,1,4,nothing on my side
917,11/13/2025,drop,valid,1,2,1,nothing on my side
918,11/14/2025,drop,valid,1,3,2,nothing on my side
919,11/14/2025,drop,valid,1,1,3,nothing on my side
920,11/17/2025,drop,valid,1,2,4,nothing on my side
921,11/16/2025,drop,valid,1,3,1,nothing on my side
922,11/16/2025,drop,valid,1,1,2,nothing on my side
923,11/14/2025,drop,valid,1,2,3,nothing on my side
924,11/18/2025,drop,valid,1,3,4,nothing on my side
925,11/14/2025,drop,valid,1,1,1,nothing on my side
926,11/17/2025,drop,valid,1,2,2,nothing on my side
927,11/14/2025,drop,valid,1,3,3,nothing on my side
928,11/16/2025,drop,valid,1,1,4,nothing on my side
929,11/16/2025,drop,valid,1,2,1,nothing on my side
930,11/17/2025,drop,valid,1,3,2,nothing on my side
931,11/19/2025,drop,valid,1,1,3,nothing on my side
932,11/19/2025,drop,valid,1,2,4,nothing on my side
933,11/16/2025,drop,valid,1,3,1,nothing on my side
934,11/20/2025,drop,valid,1,1,2,nothing on my side
935,11/17/2025,drop,valid,1,2,3,nothing on my side
936,11/20/2025,drop,valid,1,3,4,nothing on my side
937,11/18/2025,drop,valid,1,1,1,nothing on my side
938,11/20/2025,drop,valid,1,2,2,nothing on my side
939,11/17/2025,drop,valid,1,3,3,nothing on my side
940,11/17/2025,drop,valid,1,1,4,nothing on my side
941,11/19/2025,drop,valid,1,2,1,nothing on my side
942,11/18/2025,drop,valid,1,3,2,nothing on my side
943,11/21/2025,drop,valid,1,1,3,nothing on my side
944,11/21/2025,drop,valid,1,2,4,nothing on my side
945,11/18/2025,drop,valid,1,3,1,nothing on my side
946,11/20/2025,drop,valid,1,1,2,nothing on my side
947,11/22/2025,drop,valid,1,2,3,nothing on my side
948,11/22/2025,drop,valid,1,3,4,nothing on my side
949,11/23/2025,drop,valid,1,1,1,nothing on my side
950,11/23/2025,drop,valid,1,2,2,nothing on my side
951,11/20/2025,drop,valid,1,3,3,nothing on my side
952,11/19/2025,drop,valid,1,1,4,nothing on my side
953,11/22/2025,drop,valid,1,2,1,nothing on my side
954,11/23/2025,drop,valid,1,3,2,nothing on my side
955,11/24/2025,drop,valid,1,1,3,nothing on my side
956,11/24/2025,drop,valid,1,2,4,nothing on my side
957,11/23/2025,drop,valid,1,3,1,nothing on my side
958,11/24/2025,drop,valid,1,1,2,nothing on my side
959,11/22/2025,drop,valid,1,2,3,nothing on my side
960,11/23/2025,drop,valid,1,3,4,nothing on my side
961,11/22/2025,drop,valid,1,1,1,nothing on my side
962,11/21/2025,drop,valid,1,2,2,nothing on my side
963,11/23/2025,drop,valid,1,3,3,nothing on my side
964,11/25/2025,drop,valid,1,1,4,nothing on my side
965,11/23/2025,drop,valid,1,2,1,nothing on my side
966,11/22/2025,drop,valid,1,3,2,nothing on my side
967,1/4/2025,drop,valid,1,1,3,nothing on my side
968,1/3/2025,drop,valid,1,2,4,nothing on my side
969,1/3/2025,drop,valid,1,3,1,nothing on my side
970,1/3/2025,drop,valid,1,1,2,nothing on my side
971,2/4/2025,drop,valid,1,2,3,nothing on my side
972,2/4/2025,drop,valid,1,3,4,nothing on my side
973,2/6/2025,drop,valid,1,1,1,nothing on my side
974,2/4/2025,drop,valid,1,2,2,nothing on my side
975,2/6/2025,drop,valid,1,3,3,nothing on my side
976,3/3/2025,drop,valid,1,1,4,nothing on my side
977,3/3/2025,drop,valid,1,2,1,nothing on my side
978,3/6/2025,drop,valid,1,3,2,nothing on my side
979,3/3/2025,drop,valid,1,1,3,nothing on my side
980,3/2/2025,drop,valid,1,2,4,nothing on my side
981,3/3/2025,drop,valid,1,3,1,nothing on my side
982,4/5/2025,drop,valid,1,1,2,nothing on my side
983,4/2/2025,drop,valid,1,2,3,nothing on my side
984,4/3/2025,drop,valid,1,3,4,nothing on my side
985,4/2/2025,drop,valid,1,1,1,nothing on my side
986,4/5/2025,drop,valid,1,2,2,nothing on my side
987,5/5/2025,drop,valid,1,3,3,nothing on my side
988,5/5/2025,drop,valid,1,1,4,nothing on my side
989,5/5/2025,drop,valid,1,2,1,nothing on my side
990,5/5/2025,drop,valid,1,3,2,nothing on my side
991,5/2/2025,drop,valid,1,1,3,nothing on my side
992,6/6/2025,drop,valid,1,2,4,nothing on my side
993,6/4/2025,drop,valid,1,3,1,nothing on my side
994,6/5/2025,drop,valid,1,1,2,nothing on my side
